parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
b_p_s[2],0.574692481899475,0.14161904061658542,0.007726236368904051,335.03518167169,662.2097083348983,1.0057390566073776,0.03146476501122
b_p_s[3],0.04733971486428454,0.14666289197077878,0.0077239888308759455,364.89310967992657,654.7903797074878,1.0057056480082238,0.03426886660978496
b_p_s[4],-0.1784725391548479,0.14563734916028778,0.007667726303907922,362.43930293983476,647.2861008074842,1.0076415864805548,0.034038417819079764
b_p_s[5],0.010631560074870372,0.15166066649770432,0.008354303793789023,330.585269607477,703.8051934325833,1.0101460752249007,0.031046852370755097
b_p_s[6],0.4494897364023834,0.14479367385054828,0.007679010145556815,356.6828960753545,477.3710949681213,1.002327757852184,0.033497805969314884
b_p_s[7],-0.013713254089251272,0.15009094277971416,0.007388163260901519,416.4188055661219,551.9859415533809,1.004750924070657,0.039107892484647924
b_p_s[8],0.12415290858674424,0.148798408782933,0.007474096407952591,396.63089800358244,668.4086001811361,1.0058401046639598,0.037249514930349246
b_p_s[9],-0.2636425223303238,0.15118602287326785,0.008266386115330811,333.9503618601797,630.7964242408881,1.0073041812292842,0.031362884366093795
b_p_s[10],-0.5103833773426381,0.14395876045433662,0.00812571670692531,314.41345902647765,541.0816917912017,1.0055347478961933,0.029528079872899234
b_p_s[11],-0.8582807477926753,0.14841755577470633,0.007591333399911478,384.9548809763984,548.3691255865302,1.0031905210116363,0.036152964024279456
b_p_s[12],-0.3739395974588312,0.1438377883552758,0.008047311448932589,321.78329606097924,533.8278944367697,1.0114229669879475,0.030220216708513156
b_p_s[13],0.05174595010391549,0.14692421676643505,0.008057113810605976,332.7234427714362,522.0124665760219,1.0055170598452674,0.031247658494522722
b_p_s[14],0.14511705802752822,0.14830482943693232,0.007814315670895706,363.5077072464914,629.844095672703,1.006322019223676,0.03413875680520711
b_p_s[15],0.418164115409169,0.14833020789544332,0.007815806330750909,359.1849663707974,642.0422082254289,1.005786743055838,0.03373278742259047
b_p_s[16],0.131660588040744,0.1430798192697868,0.007350009759183372,380.70082819464307,514.6266523528166,1.0056615092161285,0.03575344547086848
b_p_s[17],0.2554619746133828,0.1444526080657809,0.008087240449625627,315.1643158792583,755.6205878574481,1.0053998445461823,0.02959859645062676
b_p_s[18],-0.25015508833013705,0.14043604219221723,0.007322747983279798,368.9732481781594,657.7919194398361,1.0020922876290317,0.03465205203652003
b_p_s[19],-0.3113358682460933,0.1453030411817542,0.007092300419887755,424.71204437138465,463.8226377760322,1.0044648954265247,0.0398867504209623
b_p_s[20],-0.27898287519133236,0.1419451383540134,0.00797368263879217,315.9439972504333,490.90193345689613,1.0066189842073725,0.029671820077486602
b_p_s[21],0.18188373292626372,0.14838647344952452,0.00771935572680457,369.3120021474002,631.6765876951058,1.0014667104448465,0.03468386605075459
b_p_s[22],0.2844784422216354,0.1497719793555113,0.0077359816918072125,374.4304782131107,629.5393477787667,1.001663329780233,0.03516456675155726
b_p_s[23],0.31565085277141963,0.14751416098375483,0.007470989953984142,389.71593951863866,577.1546300342487,1.0065384027462596,0.03660009792672153
b_p_s[24],0.08200729445750105,0.14225432699395968,0.007635094362137604,344.1281708159046,624.0825490110371,1.0076182602338162,0.03231873134766479
a_e,0.07486371223181473,0.5579706418625731,0.06835591746394616,67.53484813228728,212.38567432827017,1.0430468687593797,0.006342522346304403
b_e,0.06616507954287462,0.2715840408717899,0.018600181291413474,221.03504517050567,321.6003090544361,1.0195916198105008,0.02075846399423679
σ,4.80888702342781,0.016550429631220474,0.0004979411269703968,1100.1026978842576,791.1064109348363,1.0067609496436873,0.10331593447716476
